block_id,block_start_time,block_end_time,rows,positive_count,positive_rate,p_adic_tree_scan_llr,tree_scan_depth,tree_scan_node,tree_scan_observed,tree_scan_expected,tree_scan_support_ok,p_adic_conditional_tree_scan_llr,conditional_tree_scan_depth,conditional_tree_scan_node,conditional_tree_scan_parent_node,conditional_tree_scan_observed,conditional_tree_scan_parent_observed,conditional_tree_scan_expected,conditional_tree_scan_support_ok,flat_tuple_scan_llr,marginal_column_scan_llr,reversed_hierarchy_tree_scan_llr,random_hierarchy_tree_scan_llr_seed_11,random_hierarchy_tree_scan_llr_seed_17,random_hierarchy_tree_scan_llr_seed_23,random_hierarchy_tree_scan_llr_seed_31,random_hierarchy_tree_scan_llr_seed_47,category_entropy_temporal,transaction_count_signal
37,1519901260.0,1519901388.0,1035,840,0.8115942028985508,316.12188685124806,3,680139614562,72,0.3416798670620775,True,305.4472785002682,3,680139614562,13147,72,352,0.4270407487078062,True,172.53877988757748,316.1202959732286,172.53877988757748,172.53877988757748,262.14168687829715,244.00750621358688,262.140364881817,244.12884237455344,9.63456604724787,1035.0
38,1519901388.0,1519901388.0,1035,45,0.043478260869565216,903.4966651780464,2,0,817,188.23657834530763,True,522.8398866239012,2,0,0,817,1035,312.9816712746687,True,3.546992222724407,1013.6490804209009,1015.1125364193531,990.776478516833,990.4305978967525,1013.6490804209009,255.93760116831595,1013.6550059503219,10.860619637770093,1035.0
39,1519901388.0,1519901389.0,1034,1021,0.9874274661508704,744.968064638811,2,0,757,188.05470725511896,True,421.88840639617723,2,0,0,757,1016,307.23611402421585,True,4.789463152865682,849.9650501837558,850.8896753919797,824.075808223125,823.7618247644928,849.9650501837558,208.71832654573547,849.9706592995874,11.33458126963015,1034.0
40,1519901389.0,1519901518.0,1035,584,0.5642512077294686,137.3364583937375,3,680139614562,37,0.3416798670620775,True,130.816359275704,3,680139614562,13147,37,349,0.4234011968722283,True,76.95062787303232,137.33564454668277,80.71440985129328,76.95062787303232,114.661122397967,107.01989997905645,114.66044246139214,107.0824489246615,9.94793891605446,1035.0
41,1519901518.0,1519901518.0,1035,241,0.23285024154589373,903.4966651780464,2,0,817,188.23657834530763,True,522.8398866239012,2,0,0,817,1035,312.9816712746687,True,3.7135351409751802,1013.6490804209009,1015.1125364193531,990.776478516833,990.4305978967525,1013.6490804209009,255.93760116831595,1013.6550059503219,10.579104328810244,1035.0
42,1519901518.0,1519901522.0,1035,917,0.8859903381642512,549.813476893524,2,0,673,188.23657834530763,True,325.2397268392126,2,0,0,673,957,289.3946467728096,True,28.237614260841724,606.3140066101016,607.1221219236014,615.1656444848343,614.8970579563361,606.3140066101016,161.84965416700527,606.3189087243313,11.32255766497478,1035.0
43,1519901522.0,1519901522.0,1034,115,0.11121856866537717,907.6877882603344,2,0,818,188.05470725511896,True,526.2038230072724,2,0,0,818,1034,312.6792735246449,True,1.267069367837819,1012.6624994152394,1014.1245392670072,995.1276884840911,994.7811882007238,1012.6624994152394,255.68481229413158,1012.6684192106826,10.75411063276925,1034.0
44,1519901522.0,1519901530.0,1035,981,0.9478260869565217,617.7221853777282,2,0,704,188.23657834530763,True,342.86636268398195,2,0,0,704,998,301.7929545237868,True,31.951062497720958,720.1020979005891,720.9704465923355,687.1742651548923,686.8891536826764,720.1020979005891,159.63017316228616,720.1073655202442,11.43716335101533,1035.0
45,1519901530.0,1519901643.0,1035,645,0.6231884057971014,26.40508054533566,4,680139614562,10,0.2708334481029952,True,23.785361749545157,3,387515384525,13147,10,296,0.35910244777701883,True,8.15466236089771,24.15134692014569,8.15466236089771,8.15466236089771,8.15466236089771,8.15466236089771,8.15466236089771,8.15466236089771,8.07421543853636,1035.0
46,1519901643.0,1519901687.0,1034,812,0.7852998065764023,82.98092949693677,3,680139614562,25,0.3413497415866552,True,78.7113940624228,3,680139614562,13147,25,343,0.4161220932010725,True,45.65674852466185,82.98038205316941,45.65674852466185,57.04494157390265,78.21220200158174,70.73189086227686,78.21169917879396,70.77702194653008,7.009355011472859,1034.0
