block_id,block_start_time,block_end_time,rows,fraud_count,fraud_rate,flat_tuple_rarity_mean,category_entropy_temporal,transaction_count_signal,p_adic_multiresolution_temporal,p_adic_weighted_depth_temporal,p_adic_p95_temporal,p_adic_depth1_mean,p_adic_depth2_mean,p_adic_depth3_mean,p_adic_depth4_mean,p_adic_depth5_mean,p_adic_ewma_temporal,p_adic_cusum_temporal,flat_ewma_temporal,flat_cusum_temporal,high_fraud_block,isolation_forest_block_features
79,14824293.0,14857872.0,1845,37,0.02005420054200542,0.9549670371992056,7.374769202229448,1845.0,0.7457670700315469,0.8183678769606202,0.9785750342660382,0.4973246833160339,0.6473371992871468,0.8081418348984413,0.8210645954569064,0.9549670371992056,0.7803673841509531,0.4680870816623691,0.9445529954254763,0.159657398255716,0,0.6949630718390403
80,14857875.0,14919451.0,1846,31,0.016793066088840736,0.9501225955052969,7.3285523109760335,1846.0,0.7162205373915884,0.7948018997780454,0.9769419232440746,0.4516022114185309,0.6091440950696346,0.7794100222715213,0.790823762692958,0.9501225955052969,0.7839760130577262,0.5054308471492208,0.9459453954454315,0.17137534181508518,0,0.6447958133696459
81,14919472.0,14952791.0,1845,64,0.034688346883468835,0.9414899468621605,6.522991700493801,1845.0,0.6741096937215486,0.7657861135141956,0.9780864841373315,0.35570001785666244,0.5582813641946469,0.753229336620916,0.7618478030733571,0.9414899468621605,0.7794285381718435,0.5137588263722227,0.9448315332996138,0.17446063673131795,0,0.40523199083692146
82,14952793.0,15019960.0,1846,105,0.056879739978331526,0.943351545592728,6.765499915167466,1846.0,0.685678836991305,0.7737884950321261,0.9785750342660382,0.3786275078551201,0.5772621289714169,0.7596940784287435,0.7694589241085171,0.943351545592728,0.7780185273869142,0.5300891871131551,0.9444615363728923,0.1794075303781183,1,0.4671750743270666
83,15019967.0,15085896.0,1845,67,0.036314363143631435,0.9420206974208946,6.65835390684715,1845.0,0.6762027913469387,0.7649937219925137,0.9763061210844785,0.3758278710156473,0.5578358608528419,0.7480153597193379,0.7573141677259716,0.9420206974208946,0.7747623260383142,0.5376247748144751,0.9438513266348929,0.18302357585308515,0,0.3891820504582061
84,15085916.0,15122968.0,1846,48,0.02600216684723727,0.9400200030250239,6.218922227514854,1846.0,0.6557834290406425,0.7515355691671973,0.9725298365259252,0.33120698726197634,0.5266672143908558,0.7356996557622739,0.7453232847630826,0.9400200030250239,0.768955636820535,0.5317022096904788,0.9428934957324256,0.1846389269321813,0,0.4684677986338803
85,15122979.0,15193449.0,1845,76,0.041192411924119245,0.9404836614257226,6.687164773268883,1845.0,0.6712732504208002,0.7616613333137644,0.9758558820579681,0.36236062086826865,0.5546203013128317,0.744706204904793,0.7541954635923854,0.9404836614257226,0.7671320609438423,0.5359054087130495,0.9422910371557499,0.1867179364119762,0,0.38317833658286643
86,15193456.0,15260615.0,1846,101,0.05471289274106175,0.9425425662916498,6.92107477487326,1846.0,0.6890780840276455,0.7744775293457563,0.9806777989502891,0.3996300593497959,0.5740812508495656,0.7598886269096957,0.7692479167375202,0.9425425662916498,0.7689684280443209,0.5529248037676121,0.9423539194397248,0.1908558507576983,1,0.5022049231644526
87,15260636.0,15291972.0,1845,75,0.04065040650406504,0.9326360836670247,6.257087905282404,1845.0,0.6588180509385075,0.7503415387007144,0.9755485909136496,0.3480920577533927,0.53812460335515,0.7333486419559813,0.7418888679609893,0.9326360836670247,0.7643117057084192,0.5458082081771328,0.9399244604965498,0.18508728247879525,0,0.5201652819316288
88,15292005.0,15366651.0,1845,81,0.04390243902439024,0.9337920864816911,6.283843251922328,1845.0,0.6602451836613441,0.7505665116280755,0.9785750342660382,0.3586691106104723,0.5360830215212191,0.7320247104135867,0.7406569892797513,0.9337920864816911,0.7608754071883334,0.5389165855140147,0.9383913669928351,0.18047471701455864,1,0.49103659451192744
89,15366653.0,15446724.0,1846,98,0.05308775731310943,0.9410385554185142,6.69396828006607,1846.0,0.6786167936854365,0.7661959341715388,0.9808992745628989,0.38136596943704454,0.5637764237306607,0.7487846607817058,0.7581183590592565,0.9410385554185142,0.7622055389341347,0.5476543853943597,0.9390531640992549,0.18310862048714516,1,0.38735558179380514
90,15446747.0,15525232.0,1845,58,0.03143631436314363,0.9378617380647779,6.24502565002803,1845.0,0.6650181923241356,0.7563226103668117,0.9785884063784976,0.35489870488916503,0.5447761271916199,0.7391380599945805,0.7484163314805348,0.9378617380647779,0.760734806792304,0.5465188614699777,0.9387553075906356,0.18256570660599536,0,0.40510681090931766
91,15525246.0,15599778.0,1846,56,0.030335861321776816,0.9367493249383123,6.337469972526909,1846.0,0.6623429858833304,0.7532011266222061,0.9785884063784976,0.3557488792253766,0.5421355571460594,0.7340743913035779,0.7430067768033255,0.9367493249383123,0.7588513867497795,0.5422618538009901,0.9382538119275547,0.18091037959837997,0,0.40521858025606156
92,15599791.0,15637428.0,1845,67,0.036314363143631435,0.9436236196079741,6.690129950929361,1845.0,0.6731932985060469,0.7650291917020061,0.9742493230368067,0.35355713411712403,0.5615262961776143,0.7483277194922184,0.7589317231353037,0.9436236196079741,0.760395837987836,0.5498329112118026,0.9395962638476596,0.1861293472604264,0,0.4437657732680181
93,15637454.0,15706506.0,1846,77,0.04171180931744312,0.9408125872723204,6.697568838846624,1846.0,0.6738858303924283,0.7651579047457199,0.9762732340453985,0.3589540599482812,0.5569893903044724,0.7503196634813004,0.7623534509557675,0.9408125872723204,0.7615863546773071,0.5575326816663287,0.9399003447038248,0.18853728258681912,1,0.38106629840936573
94,15706514.0,15773676.0,1845,95,0.051490514905149054,0.9402888417059879,6.505522144770939,1845.0,0.6670059728768986,0.7590086945004108,0.9744906228061377,0.352481353105578,0.5473505931428786,0.7431326361353073,0.7517764402947409,0.9402888417059879,0.760941939633083,0.5590832418755458,0.9399974689543655,0.19042147234687934,1,0.3682595736332217
95,15773720.0,15811131.0,1845,70,0.037940379403794036,0.9387754474425699,6.483519264841579,1845.0,0.6674357762171544,0.7584887023316127,0.9759430682312038,0.35809974943596595,0.5468857423655974,0.7420897037723762,0.7513282380692625,0.9387754474425699,0.7603286303077154,0.5601138099159648,0.9396919635764166,0.19079226784352155,0,0.3605365522691539
